ligand,onehot_rmse,onehot_r2,multifp_rmse,multifp_r2
tBuBrettPhos,11.277639877541581,0.8456281053198448,7.260800020007037,0.9360116752115283
tBuXPhos,13.709582777989294,0.7625052815005635,17.953759202599244,0.5926982538918839
XPhos,25.144690537894345,-1.0583637065378042,24.309412976707492,-0.9238821664756656
AdBrettPhos,10.990812328734213,0.8499826158294019,9.105433742469518,0.8970365037869259
